season,week,celebrity_name,judge_total,fan_share_mean,fan_share_sd,J_share,F_share,U_t,w_t,C_score
10,2,Niecy Nash,21.0,0.0834508125098108,0.013284189148122148,0.09545454545454546,0.08345081250981085,0.013666461061382706,0.49207793812253736,0.08935758466702942
10,2,Pamela Anderson,22.0,0.089301577743556,0.013526695372371741,0.1,0.08930157774355604,0.013666461061382706,0.49207793812253736,0.09456603530867125
10,2,Erin Andrews,23.0,0.1014788774055423,0.016713671584679783,0.10454545454545454,0.10147887740554234,0.013666461061382706,0.49207793812253736,0.10298787236164406
10,2,Evan Lysacek,24.0,0.1447946793746278,0.02661005516887007,0.10909090909090909,0.14479467937462787,0.013666461061382706,0.49207793812253736,0.1272256417102148
10,2,Nicole Scherzinger,28.0,0.1886765899853271,0.02958268123570581,0.12727272727272726,0.1886765899853272,0.013666461061382706,0.49207793812253736,0.15846110382895168
10,3,Buzz Aldrin,13.0,0.0755152858027958,0.0074173521748754105,0.06403940886699508,0.07551528580279583,0.01427565294667808,0.49577340186954993,0.0698258512548976
10,3,Kate Gosselin,15.0,0.0768239158861822,0.007954794143777415,0.07389162561576355,0.07682391588618223,0.01427565294667808,0.49577340186954993,0.07537016436354779
10,3,Aiden Turner,20.0,0.0565208933282855,0.007155316633236141,0.09852216748768473,0.056520893328285526,0.01427565294667808,0.49577340186954993,0.0773440079011465
10,3,Jake Pavelka,21.0,0.0822503240276913,0.011257890708800256,0.10344827586206896,0.08225032402769133,0.01427565294667808,0.49577340186954993,0.09275970472128761
10,3,Chad Ochocinco,20.0,0.0877455522295181,0.011914391238937345,0.09852216748768473,0.08774555222951815,0.01427565294667808,0.49577340186954993,0.0930883114366987
10,3,Niecy Nash,21.0,0.0892686181963651,0.013677419122880417,0.10344827586206896,0.08926861819636514,0.01427565294667808,0.49577340186954993,0.09629851531463678
10,3,Pamela Anderson,21.0,0.0911031639591923,0.012358460201235873,0.10344827586206896,0.09110316395919234,0.01427565294667808,0.49577340186954993,0.09722354208374176
10,3,Erin Andrews,23.0,0.1047459129988938,0.016679185931697232,0.11330049261083744,0.10474591299889384,0.01427565294667808,0.49577340186954993,0.10898704603467102
10,3,Evan Lysacek,26.0,0.1465701883523436,0.026507662153795783,0.12807881773399016,0.14657018835234364,0.01427565294667808,0.49577340186954993,0.1374026586356519
10,3,Nicole Scherzinger,23.0,0.1894561452187319,0.027834057157544927,0.11330049261083744,0.18945614521873197,0.01427565294667808,0.49577340186954993,0.15170019825372044
10,4,Aiden Turner,16.5,0.0649035486441475,0.00820633593420682,0.0889487870619946,0.06490354864414753,0.015523062778193684,0.5029449193694794,0.07699697914143153
10,4,Kate Gosselin,16.0,0.0861843957869198,0.009021395995601613,0.0862533692722372,0.08618439578691983,0.015523062778193684,0.5029449193694794,0.0862190856509314
10,4,Jake Pavelka,19.0,0.0893407664623068,0.01148080388748339,0.10242587601078167,0.08934076646230683,0.015523062778193684,0.5029449193694794,0.09592185582910531
10,4,Niecy Nash,18.0,0.0993929170550462,0.013427060806982638,0.09703504043126684,0.09939291705504623,0.015523062778193684,0.5029449193694794,0.09820703498661632
10,4,Chad Ochocinco,22.0,0.0976083428395196,0.012925214287251796,0.11859838274932614,0.09760834283951962,0.015523062778193684,0.5029449193694794,0.10816517676951942
10,4,Erin Andrews,19.5,0.1122749302267031,0.016611566820745445,0.10512129380053908,0.11227493022670314,0.015523062778193684,0.5029449193694794,0.10867704513114748
10,4,Pamela Anderson,23.5,0.0968614799907862,0.01209192702395511,0.12668463611859837,0.09686147999078623,0.015523062778193684,0.5029449193694794,0.11186088484483211
10,4,Evan Lysacek,26.0,0.1550586583921574,0.027046199576806196,0.14016172506738545,0.15505865839215746,0.015523062778193684,0.5029449193694794,0.1475663214622775
10,4,Nicole Scherzinger,25.0,0.1983749606024131,0.028897060670710115,0.1347708894878706,0.19837496060241316,0.015523062778193684,0.5029449193694794,0.16638561618413894
10,5,Kate Gosselin,15.0,0.0949694039387971,0.010539329405884935,0.08670520231213873,0.09496940393879713,0.016490010908785335,0.5081666783411489,0.09076981204903661
10,5,Chad Ochocinco,18.0,0.1075219161944933,0.0129871031351241,0.10404624277456648,0.10752191619449333,0.016490010908785335,0.5081666783411489,0.10575569477769048
10,5,Niecy Nash,18.0,0.1097229841478963,0.012863286137360765,0.10404624277456648,0.10972298414789633,0.016490010908785335,0.5081666783411489,0.10683825334040953
10,5,Pamela Anderson,21.0,0.1017855599414988,0.011288808617627797,0.12138728323699421,0.10178555994149882,0.016490010908785335,0.5081666783411489,0.11174650255833303
10,5,Jake Pavelka,23.0,0.0966958500063585,0.011299543026028242,0.1329479768786127,0.09669585000635852,0.016490010908785335,0.5081666783411489,0.11511797290183384
10,5,Erin Andrews,22.0,0.1193004076407445,0.016982126826914173,0.12716763005780346,0.11930040764074452,0.016490010908785335,0.5081666783411489,0.12329826792419239
10,5,Evan Lysacek,27.0,0.162920793870521,0.0270425275706271,0.15606936416184972,0.16292079387052102,0.016490010908785335,0.5081666783411489,0.15943912559357765
10,5,Nicole Scherzinger,29.0,0.2070830842596902,0.02891736255071557,0.1676300578034682,0.20708308425969024,0.016490010908785335,0.5081666783411489,0.1870343708549264
10,6,Jake Pavelka,24.999899999999997,0.1081267004749914,0.011407709475800278,0.11961714704307622,0.10812670047499144,0.017774858775261734,0.514691563993769,0.11404073639010584
10,6,Niecy Nash,25.9998,0.1250868826236201,0.012594425381581465,0.12440137359311731,0.12508688262362017,0.017774858775261734,0.514691563993769,0.1247340569085788
10,6,Pamela Anderson,29.9998,0.1111170687523184,0.010940452444488071,0.14354019367528983,0.11111706875231844,0.017774858775261734,0.514691563993769,0.12780497762848794
10,6,Chad Ochocinco,30.999899999999997,0.1226736122651735,0.013754595269737801,0.148325377166335,0.12267361226517354,0.017774858775261734,0.514691563993769,0.1358763592613528
10,6,Erin Andrews,34.0,0.1314108255416755,0.017563589561386223,0.16267997069846646,0.13141082554167555,0.017774858775261734,0.514691563993769,0.14750479076717243
10,6,Evan Lysacek,27.0,0.1762661895045234,0.027479591017489004,0.12918703555466454,0.17626618950452347,0.017774858775261734,0.514691563993769,0.15203494612656715
10,6,Nicole Scherzinger,35.9999,0.2253187208376973,0.030683648276349302,0.17224890226905065,0.22531872083769738,0.017774858775261734,0.514691563993769,0.19800413291773503
10,7,Pamela Anderson,25.5,0.1226926716599876,0.010319108427286078,0.1639871382636656,0.12269267165998762,0.01895344500164828,0.5202983073845253,0.1441781127382281
10,7,Niecy Nash,24.5,0.1430170080004045,0.012236857209698089,0.15755627009646303,0.14301700800040454,0.01895344500164828,0.5202983073845253,0.15058176145960375
10,7,Chad Ochocinco,26.0,0.1426126617158115,0.014210357246020643,0.16720257234726688,0.14261266171581152,0.01895344500164828,0.5202983073845253,0.1554067505960945
10,7,Erin Andrews,25.5,0.1474923471955503,0.017326180969713657,0.1639871382636656,0.14749234719555032,0.01895344500164828,0.5202983073845253,0.15607455906895207
10,7,Evan Lysacek,27.0,0.194350400556846,0.02743065425230777,0.17363344051446947,0.19435040055684605,0.01895344500164828,0.5202983073845253,0.18357140131264466
10,7,Nicole Scherzinger,27.0,0.2498349108713998,0.032197511904863446,0.17363344051446947,0.24983491087139986,0.01895344500164828,0.5202983073845253,0.2101874148244769
10,8,Niecy Nash,21.5,0.1612587128485022,0.014032723840496137,0.16996047430830039,0.16125871284850224,0.022052674973780755,0.5335420991800307,0.16590146892432683
10,8,Chad Ochocinco,22.5,0.1682629873294308,0.01536181670541542,0.17786561264822134,0.16826298732943082,0.022052674973780755,0.5335420991800307,0.17338639219965762
10,8,Erin Andrews,26.5,0.1671728306458782,0.019129614595463695,0.20948616600790515,0.16717283064587823,0.022052674973780755,0.5335420991800307,0.1897487764182427
10,8,Evan Lysacek,26.5,0.2188361886973522,0.02760120686229461,0.20948616600790515,0.21883618869735222,0.022052674973780755,0.5335420991800307,0.2138475579642437
10,8,Nicole Scherzinger,29.5,0.2844692804788364,0.0341380128652339,0.233201581027668,0.28446928047883646,0.022052674973780755,0.5335420991800307,0.2571158044935291
10,9,Chad Ochocinco,26.0,0.1990595905749915,0.018486882545876635,0.23008849557522124,0.19905959057499154,0.02641882178542792,0.5491991022013083,0.2161006373434074
10,9,Erin Andrews,28.0,0.1990485827183264,0.02149489098303199,0.24778761061946902,0.19904858271832643,0.02641882178542792,0.5491991022013083,0.22581601308379845
10,9,Evan Lysacek,29.5,0.2595040253949176,0.02842764633613402,0.2610619469026549,0.2595040253949177,0.02641882178542792,0.5491991022013083,0.26035963448826704
10,9,Nicole Scherzinger,29.5,0.3423878013117644,0.037265867276669036,0.2610619469026549,0.34238780131176444,0.02641882178542792,0.5491991022013083,0.29772371508452716
10,10,Erin Andrews,26.9998,0.2390776854248216,0.030076921017844076,0.32661232765023673,0.2390776854248216,0.033778824358360104,0.5698372438684256,0.2889581846935609
10,10,Evan Lysacek,26.8887,0.3252986581866534,0.03085800742066234,0.325268368450467,0.3252986581866534,0.033778824358360104,0.5698372438684256,0.3252813979668674
10,10,Nicole Scherzinger,28.7777,0.4356236563885249,0.040401544636573895,0.3481193038992962,0.4356236563885249,0.033778824358360104,0.5698372438684256,0.38576041733957156
11,1,David Hasselhoff,15.0,0.0601675374452449,0.008269462042972396,0.06607929515418502,0.06016753744524494,0.013621469705988001,0.4917997023564589,0.06307493812690518
11,1,Margaret Cho,15.0,0.073678626552887,0.009650308036727036,0.06607929515418502,0.07367862655288705,0.013621469705988001,0.4917997023564589,0.0699412776328973
11,1,Michael Bolton,16.0,0.0763473015341888,0.011313134271616055,0.07048458149779736,0.07634730153418885,0.013621469705988001,0.4917997023564589,0.07346401756529228
11,1,The Situation,15.0,0.0820790141503957,0.011899625667190323,0.06607929515418502,0.08207901415039576,0.013621469705988001,0.4917997023564589,0.07421035711027234
11,1,Audrina Patridge,19.0,0.0698750371053154,0.010759334650774484,0.08370044052863436,0.06987503710531544,0.013621469705988001,0.4917997023564589,0.07667436639386166
11,1,Florence Henderson,18.0,0.0769872522900136,0.010208492658118297,0.07929515418502203,0.07698725229001366,0.013621469705988001,0.4917997023564589,0.07812227775504668
11,1,Rick Fox,22.0,0.0813262880944725,0.01577131420485972,0.09691629955947137,0.08132628809447255,0.013621469705988001,0.4917997023564589,0.08899345109269276
11,1,Bristol Palin,18.0,0.0988353827671524,0.017559931029523048,0.07929515418502203,0.09883538276715247,0.013621469705988001,0.4917997023564589,0.08922550416648356
11,1,Brandy,23.0,0.0817563339761578,0.014476465983024447,0.1013215859030837,0.08175633397615785,0.013621469705988001,0.4917997023564589,0.09137851905034913
11,1,Kurt Warner,19.0,0.1026474644600221,0.016515888866456625,0.08370044052863436,0.10264746446002217,0.013621469705988001,0.4917997023564589,0.09332932373002495
11,1,Kyle Massey,23.0,0.0908230042570606,0.015797898320521624,0.1013215859030837,0.09082300425706065,0.013621469705988001,0.4917997023564589,0.09598620358573978
11,1,Jennifer Grey,24.0,0.1054767573670886,0.02123578074007194,0.10572687224669604,0.10547675736708867,0.013621469705988001,0.4917997023564589,0.1055997637904345
11,2,Michael Bolton,12.0,0.0806995755321709,0.010917612168449279,0.05429864253393665,0.08069957553217094,0.013612458371511553,0.49174388488249066,0.06771707817509687
11,2,Margaret Cho,18.0,0.0776374675089012,0.009633888557322093,0.08144796380090498,0.07763746750890123,0.013612458371511553,0.49174388488249066,0.07951125575886148
11,2,Florence Henderson,19.0,0.0817204710561478,0.009500104151826583,0.08597285067873303,0.08172047105614784,0.013612458371511553,0.49174388488249066,0.08381155273175303
11,2,The Situation,18.0,0.0868851460452647,0.011105271104742239,0.08144796380090498,0.08688514604526475,0.013612458371511553,0.49174388488249066,0.08421144492560917
11,2,Audrina Patridge,23.0,0.0741916884486357,0.010563610217765822,0.10407239819004525,0.07419168844863573,0.013612458371511553,0.49174388488249066,0.08888534473992253
11,2,Rick Fox,21.0,0.0865439336460204,0.015608190310850768,0.09502262443438914,0.08654393364602044,0.013612458371511553,0.49174388488249066,0.09071327799301024
11,2,Brandy,21.0,0.0873699120043038,0.01431185759262937,0.09502262443438914,0.08736991200430384,0.013612458371511553,0.49174388488249066,0.09113308654456251
11,2,Kyle Massey,22.0,0.096940342587487,0.014756564918187826,0.09954751131221719,0.09694034258748704,0.013612458371511553,0.49174388488249066,0.09822240186472997
11,2,Kurt Warner,21.0,0.1096848418088766,0.01566033920461295,0.09502262443438914,0.10968484180887665,0.013612458371511553,0.49174388488249066,0.10247478607615461
11,2,Bristol Palin,22.0,0.1054283074233976,0.016489908125734868,0.09954751131221719,0.10542830742339764,0.013612458371511553,0.49174388488249066,0.10253646189748392
11,2,Jennifer Grey,24.0,0.1128983139387938,0.021189695734505274,0.1085972850678733,0.11289831393879386,0.013612458371511553,0.49174388488249066,0.11078330929281563
11,3,Margaret Cho,18.0,0.0829218869643982,0.00941293704061939,0.08144796380090498,0.08292188696439824,0.0136716682293001,0.49211009230873787,0.0821965545003556
11,3,Florence Henderson,20.0,0.0885905884173026,0.008700870699652174,0.09049773755656108,0.08859058841730265,0.0136716682293001,0.49211009230873787,0.08952911575626965
11,3,The Situation,20.0,0.0935462996797037,0.010674908714681627,0.09049773755656108,0.09354629967970375,0.0136716682293001,0.49211009230873787,0.0920460714918751
11,3,Audrina Patridge,26.0,0.0804802147531403,0.010032864774034082,0.11764705882352941,0.08048021475314034,0.0136716682293001,0.49211009230873787,0.09877039381944397
11,3,Bristol Palin,19.0,0.1152275033347989,0.016477615985817914,0.08597285067873303,0.11522750333479898,0.0136716682293001,0.49211009230873787,0.1008309935157623
11,3,Rick Fox,24.0,0.0936136957516522,0.013739379916136212,0.1085972850678733,0.09361369575165225,0.0136716682293001,0.49211009230873787,0.10098727127317403
11,3,Brandy,24.0,0.0956107381229792,0.01476651594574484,0.1085972850678733,0.09561073812297925,0.0136716682293001,0.49211009230873787,0.10200154893880284
11,3,Kyle Massey,23.0,0.1064249765163132,0.014814443503796234,0.10407239819004525,0.10642497651631326,0.0136716682293001,0.49211009230873787,0.10526724897900998
11,3,Kurt Warner,23.0,0.1195541181175682,0.015817513602733823,0.10407239819004525,0.11955411811756828,0.0136716682293001,0.49211009230873787,0.1119354074949369
11,3,Jennifer Grey,24.0,0.124029978342143,0.022279632109784696,0.1085972850678733,0.12402997834214306,0.0136716682293001,0.49211009230873787,0.11643539423036975
11,4,The Situation,14.0,0.0998579551158335,0.01026889069175053,0.0782122905027933,0.09985795511583354,0.013716442258240584,0.4923861614346591,0.08919992940531662
11,4,Florence Henderson,17.5,0.0946588366252675,0.008286847738099123,0.09776536312849161,0.09465883662526754,0.013716442258240584,0.4923861614346591,0.09618844728558508
11,4,Rick Fox,19.5,0.1020788540494651,0.012476903310736469,0.10893854748603352,0.10207885404946514,0.013716442258240584,0.4923861614346591,0.10545647216931556
11,4,Audrina Patridge,23.0,0.0875529584810618,0.009392318965835348,0.12849162011173185,0.08755295848106184,0.013716442258240584,0.4923861614346591,0.1077105889356598
11,4,Bristol Palin,16.0,0.1268157470171282,0.01617164819945562,0.0893854748603352,0.12681574701712825,0.013716442258240584,0.4923861614346591,0.10838559898839031
11,4,Kurt Warner,17.0,0.1301454325726435,0.015365606624340028,0.09497206703910614,0.13014543257264355,0.013716442258240584,0.4923861614346591,0.11282655413284692
11,4,Kyle Massey,20.0,0.1173905705734389,0.014078654172860243,0.11173184357541899,0.11739057057343895,0.013716442258240584,0.4923861614346591,0.11460429170827724
11,4,Brandy,24.0,0.1048859168635382,0.014857186626566094,0.1340782122905028,0.10488591686353824,0.013716442258240584,0.4923861614346591,0.11925979915228788
11,4,Jennifer Grey,28.0,0.1366137287016229,0.022549923994521794,0.1564245810055866,0.13661372870162294,0.013716442258240584,0.4923861614346591,0.14636831822232058
11,5,Florence Henderson,21.0,0.1001520238936879,0.007433840151448006,0.11538461538461539,0.10015202389368794,0.01351318980522103,0.49112701474601295,0.10763316107947266
11,5,Audrina Patridge,23.0,0.0973892645408967,0.008170461006595815,0.12637362637362637,0.09738926454089675,0.01351318980522103,0.49112701474601295,0.11162426764212352
11,5,Bristol Palin,18.0,0.1423379015777881,0.015613426925979914,0.0989010989010989,0.14233790157778817,0.01351318980522103,0.49112701474601295,0.12100491434907414
11,5,Kyle Massey,20.0,0.1323347090691915,0.01354164477641539,0.10989010989010989,0.13233470906919156,0.01351318980522103,0.49112701474601295,0.12131156007719837
11,5,Rick Fox,24.0,0.1131872027306297,0.011435140876186672,0.13186813186813187,0.11318720273062975,0.01351318980522103,0.49112701474601295,0.12236191169061297
11,5,Brandy,27.0,0.1169935451767965,0.014458506529771376,0.14835164835164835,0.11699354517679655,0.01351318980522103,0.49112701474601295,0.132394356777159
11,5,Kurt Warner,24.0,0.1446062396901107,0.01430674120421428,0.13186813186813187,0.14460623969011074,0.01351318980522103,0.49112701474601295,0.13835021082198942
11,5,Jennifer Grey,25.0,0.1529991133208985,0.02314575697115679,0.13736263736263737,0.15299911332089855,0.01351318980522103,0.49112701474601295,0.14531961756236994
11,6,Audrina Patridge,31.9998,0.1029266381835287,0.007706137608342257,0.1545889285615942,0.10292663818352872,0.013878137627985811,0.49337707176035883,0.12841562773069204
11,6,Kurt Warner,21.9999,0.1610787273223141,0.011121371484615868,0.10628006954612891,0.16107872732231412,0.013878137627985811,0.49337707176035883,0.13404232601230184
11,6,Rick Fox,30.0,0.1261558173512506,0.01004778754122704,0.1449280263266591,0.12615581735125062,0.013878137627985811,0.49337707176035883,0.13541759484601118
11,6,Kyle Massey,29.999899999999997,0.1492470682827589,0.01425348269966528,0.14492754323323798,0.14924706828275894,0.013878137627985811,0.49337707176035883,0.14711591366243076
11,6,Bristol Palin,27.9998,0.1588382828669624,0.015987912675414783,0.13526519171803963,0.15883828286696242,0.013878137627985811,0.49337707176035883,0.14720786018356685
11,6,Brandy,35.9999,0.130484167718114,0.01373931483922828,0.17391314849856981,0.13048416771811402,0.013878137627985811,0.49337707176035883,0.1519110310851122
11,6,Jennifer Grey,29.0,0.1712692982750711,0.024290956547407164,0.14009709211577046,0.17126929827507112,0.013878137627985811,0.49337707176035883,0.15588964647988512
11,7,Rick Fox,34.5,0.1378862546253534,0.009939112988630145,0.16546762589928057,0.13788625462535345,0.01540583694315908,0.5022924860881589,0.15174017017225483
11,7,Brandy,36.5,0.1486115566038245,0.01303132326131866,0.1750599520383693,0.14861155660382455,0.01540583694315908,0.5022924860881589,0.16189638689968475
11,7,Kyle Massey,33.5,0.1705030966682414,0.015267081148664964,0.1606714628297362,0.17050309666824146,0.01540583694315908,0.5022924860881589,0.16556474086519019
11,7,Bristol Palin,32.5,0.1788239166672459,0.015306933196295074,0.15587529976019185,0.17882391666724595,0.01540583694315908,0.5022924860881589,0.167296998828717
11,7,Kurt Warner,35.0,0.1693588395981372,0.012677477987141743,0.16786570743405277,0.16935883959813725,0.01540583694315908,0.5022924860881589,0.16860885053138105
11,7,Jennifer Grey,36.5,0.1948163358371974,0.026213093076903893,0.1750599520383693,0.19481633583719746,0.01540583694315908,0.5022924860881589,0.18489285270277223
11,8,Kurt Warner,24.0,0.1848990835814481,0.01167757180393243,0.1811320754716981,0.18489908358144813,0.017241842157518023,0.5120393730687968,0.18297022711058664
11,8,Bristol Palin,23.5,0.2082787164039551,0.014329038143369784,0.17735849056603772,0.20827871640395512,0.017241842157518023,0.5120393730687968,0.19244634335076227
11,8,Brandy,28.5,0.1733775874901491,0.013545027160073816,0.21509433962264152,0.17337758749014912,0.017241842157518023,0.5120393730687968,0.1947382070985369
11,8,Kyle Massey,28.0,0.2010848846142916,0.01806058227480938,0.21132075471698114,0.20108488461429164,0.017241842157518023,0.5120393730687968,0.20632605312448643
11,8,Jennifer Grey,28.5,0.2323597279101559,0.028596991405404712,0.21509433962264152,0.23235972791015594,0.017241842157518023,0.5120393730687968,0.2235191693156277
11,9,Brandy,28.5,0.2090697420813763,0.014945124065500448,0.25,0.20906974208137635,0.021205385951109157,0.5301192953681926,0.2307676615684355
11,9,Bristol Palin,26.5,0.2472223921943424,0.017337317545115374,0.2324561403508772,0.24722239219434244,0.021205385951109157,0.5301192953681926,0.2393945171718554
11,9,Kyle Massey,29.0,0.25045380629033,0.020716293897978823,0.2543859649122807,0.25045380629033004,0.021205385951109157,0.5301192953681926,0.2525383194482745
11,9,Jennifer Grey,30.0,0.2932540594339511,0.031822808295841984,0.2631578947368421,0.29325405943395116,0.021205385951109157,0.5301192953681926,0.27729950181143465
11,10,Bristol Palin,25.6666,0.2914104438187981,0.024545867580728423,0.3092368897274451,0.2914104438187981,0.028035954078940623,0.5542758203886937,0.3012912117494281
11,10,Kyle Massey,27.333199999999998,0.3222435335521274,0.025307803391509582,0.3293164561842318,0.3222435335521274,0.028035954078940623,0.5542758203886937,0.3261638835465828
11,10,Jennifer Grey,30.0,0.3863460226290744,0.03425419126458387,0.36144665408832316,0.3863460226290744,0.028035954078940623,0.5542758203886937,0.37254490470398904
12,1,Mike Catherwood,13.0,0.0269953800545767,0.005320697258069503,0.06280193236714976,0.026995380054576714,0.016048770592056394,0.5058186205789081,0.04510700095300893
12,1,Wendy Williams,14.0,0.0367525401271163,0.007469624751079732,0.06763285024154589,0.03675254012711632,0.016048770592056394,0.5058186205789081,0.052372375992245986
12,1,Sugar Ray Leonard,17.0,0.0548854703891869,0.008916259718538478,0.0821256038647343,0.054885470389186924,0.016048770592056394,0.5058186205789081,0.06866403712817365
12,1,Petra Nemcova,18.0,0.0680027254155409,0.011632541386450075,0.08695652173913043,0.06800272541554093,0.016048770592056394,0.5058186205789081,0.07758990852667255
12,1,Kendra Wilkinson,18.0,0.0796414273391565,0.012535456334513907,0.08695652173913043,0.07964142733915654,0.016048770592056394,0.5058186205789081,0.08334153829795582
12,1,Chris Jericho,19.0,0.0805482258794977,0.014766054802044569,0.09178743961352658,0.08054822587949774,0.016048770592056394,0.5058186205789081,0.08623322946683573
12,1,Romeo,19.0,0.0838399570910379,0.01437839954046059,0.09178743961352658,0.08383995709103795,0.016048770592056394,0.5058186205789081,0.08785994173763813
12,1,Chelsea Kane,21.0,0.1048860260260254,0.021472068057600963,0.10144927536231885,0.10488602602602545,0.016048770592056394,0.5058186205789081,0.10314765354603572
12,1,Hines Ward,21.0,0.1384169848325639,0.023989675586099095,0.10144927536231885,0.13841698483256398,0.016048770592056394,0.5058186205789081,0.11971802902236274
12,1,Kirstie Alley,23.0,0.1599329610035407,0.027529099897767587,0.1111111111111111,0.1599329610035408,0.016048770592056394,0.5058186205789081,0.13523796023684148
12,1,Ralph Macchio,24.0,0.1660983018417566,0.028526599179995837,0.11594202898550725,0.1660983018417567,0.016048770592056394,0.5058186205789081,0.14072832509222927
12,2,Mike Catherwood,17.0,0.030021279087331,0.005537166978648678,0.0787037037037037,0.030021279087331022,0.015278543485425887,0.5015791098946075,0.05443936629392256
12,2,Wendy Williams,17.0,0.0404391910954778,0.007787569901239021,0.0787037037037037,0.040439191095477826,0.015278543485425887,0.5015791098946075,0.05963187127006275
12,2,Sugar Ray Leonard,17.0,0.0569315464195168,0.008571993790213943,0.0787037037037037,0.05693154641951684,0.015278543485425887,0.5015791098946075,0.06785200569060468
12,2,Petra Nemcova,18.0,0.0694617844416192,0.010473463998426821,0.08333333333333333,0.06946178444161924,0.015278543485425887,0.5015791098946075,0.07641946358758472
12,2,Kendra Wilkinson,19.0,0.0822969681524019,0.01173484273974173,0.08796296296296297,0.08229696815240195,0.015278543485425887,0.5015791098946075,0.0851389127861506
12,2,Chelsea Kane,18.0,0.1033364510765413,0.02062730325045767,0.08333333333333333,0.10333645107654137,0.015278543485425887,0.5015791098946075,0.09330330508378605
12,2,Chris Jericho,23.0,0.0813447696892943,0.0138189978813702,0.10648148148148148,0.08134476968929436,0.015278543485425887,0.5015791098946075,0.09395281921569687
12,2,Romeo,23.0,0.0850925161332005,0.013697361121409315,0.10648148148148148,0.08509251613320055,0.015278543485425887,0.5015791098946075,0.09582077433415791
12,2,Hines Ward,23.0,0.1381549050251601,0.023004287902562814,0.10648148148148148,0.13815490502516017,0.015278543485425887,0.5015791098946075,0.1222681774368069
12,2,Kirstie Alley,20.0,0.1546012372820445,0.02574206002151903,0.09259259259259259,0.1546012372820446,0.015278543485425887,0.5015791098946075,0.12349899647293827
12,2,Ralph Macchio,21.0,0.158319351597412,0.027068930754095534,0.09722222222222222,0.15831935159741212,0.015278543485425887,0.5015791098946075,0.1276743078282887
12,3,Wendy Williams,15.0,0.0455454365368246,0.008472636316821904,0.07009345794392523,0.04554543653682462,0.015541651006111023,0.5030479788686119,0.05789426909089
12,3,Sugar Ray Leonard,20.0,0.0611078069350347,0.008174481923835412,0.09345794392523364,0.06110780693503473,0.015541651006111023,0.5030479788686119,0.07738147796407702
12,3,Chris Jericho,21.0,0.084633287489417,0.013602857673867909,0.09813084112149532,0.08463328748941704,0.015541651006111023,0.5030479788686119,0.0914232045637047
12,3,Romeo,20.0,0.0894659902007592,0.013016085808723857,0.09345794392523364,0.08946599020075924,0.015541651006111023,0.5030479788686119,0.09147413445359312
12,3,Petra Nemcova,25.0,0.0734777370886391,0.01046649127085003,0.11682242990654206,0.07347773708863913,0.015541651006111023,0.5030479788686119,0.09528219720536603
12,3,Kendra Wilkinson,23.0,0.0876495661285612,0.011154007007153702,0.10747663551401869,0.08764956612856124,0.015541651006111023,0.5030479788686119,0.09762353330980333
12,3,Chelsea Kane,23.0,0.1052059193600378,0.019236213541930842,0.10747663551401869,0.10520591936003784,0.015541651006111023,0.5030479788686119,0.10634819853188221
12,3,Kirstie Alley,21.0,0.1543319825708204,0.02462142394892716,0.09813084112149532,0.15433198257082045,0.015541651006111023,0.5030479788686119,0.1260601119546285
12,3,Ralph Macchio,21.0,0.1558287993988667,0.024685988405876578,0.09813084112149532,0.15582879939886676,0.015541651006111023,0.5030479788686119,0.12680395810258957
12,3,Hines Ward,25.0,0.1427534742910388,0.021986324163122847,0.11682242990654206,0.14275347429103885,0.015541651006111023,0.5030479788686119,0.12970891482346547
12,4,Sugar Ray Leonard,21.0,0.0663443197094535,0.007750667284206754,0.10194174757281553,0.06634431970945351,0.01586369609392558,0.5048165481419628,0.08431449036616845
12,4,Kendra Wilkinson,18.0,0.0951834801041101,0.009827839820966928,0.08737864077669903,0.09518348010411012,0.01586369609392558,0.5048165481419628,0.09124346805604383
12,4,Petra Nemcova,23.0,0.079309866639887,0.01010271351112798,0.11165048543689321,0.07930986663988701,0.01586369609392558,0.5048165481419628,0.09563594618576676
12,4,Chris Jericho,23.0,0.0896636085114693,0.013340791818230755,0.11165048543689321,0.08966360851146932,0.01586369609392558,0.5048165481419628,0.10076294782538397
12,4,Romeo,23.0,0.0960794744150127,0.012562838299915993,0.11165048543689321,0.09607947441501273,0.01586369609392558,0.5048165481419628,0.10393997845015888
12,4,Chelsea Kane,26.0,0.1091299233284797,0.018941343779892813,0.1262135922330097,0.10912992332847973,0.01586369609392558,0.5048165481419628,0.11775404209446474
12,4,Kirstie Alley,22.0,0.1573251027668407,0.02423082856296229,0.10679611650485436,0.15732510276684072,0.01586369609392558,0.5048165481419628,0.1318172343409521
12,4,Hines Ward,25.0,0.1504826009447146,0.023275182079449865,0.12135922330097088,0.15048260094471463,0.01586369609392558,0.5048165481419628,0.13578063797236511
12,4,Ralph Macchio,25.0,0.1564816235800321,0.022741059688576818,0.12135922330097088,0.15648162358003212,0.01586369609392558,0.5048165481419628,0.13875125470869612
12,5,Petra Nemcova,22.0,0.0871534549730557,0.010075219394346496,0.1134020618556701,0.08715345497305571,0.016775312633960468,0.5096549152505152,0.10053118648925864
12,5,Kendra Wilkinson,22.0,0.1034417087939015,0.009792357342042568,0.1134020618556701,0.10344170879390152,0.016775312633960468,0.5096549152505152,0.10851805168946241
